"module name","license","repository"
"@firebase/analytics-types@0.8.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/analytics@0.10.8","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-compat@0.3.15","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-interop-types@0.3.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check-types@0.5.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-check@0.8.8","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-compat@0.2.43","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app-types@0.9.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/app@0.10.13","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-compat@0.5.14","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-interop-types@0.2.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth-types@0.12.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/auth@1.7.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/component@0.6.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/data-connect@0.1.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database-compat@1.0.8","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database-types@1.0.5","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/database@1.0.8","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore-compat@0.3.38","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore-types@3.0.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/firestore@4.7.3","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions-compat@0.3.14","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions-types@0.6.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/functions@0.11.8","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations-compat@0.2.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations-types@0.5.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/installations@0.6.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/logger@0.4.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging-compat@0.2.12","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging-interop-types@0.2.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/messaging@0.12.12","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance-compat@0.2.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance-types@0.2.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/performance@0.6.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config-compat@0.2.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config-types@0.3.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/remote-config@0.4.9","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage-compat@0.3.12","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage-types@0.8.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/storage@0.13.2","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/util@1.10.0","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/vertexai-preview@0.0.4","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@firebase/webchannel-wrapper@1.0.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"@fontsource/roboto@5.1.0","Apache-2.0","https://github.com/fontsource/font-files"
"@grpc/grpc-js@1.9.15","Apache-2.0","https://github.com/grpc/grpc-node/tree/master/packages/grpc-js"
"@grpc/proto-loader@0.7.13","Apache-2.0","https://github.com/grpc/grpc-node"
"@hello-pangea/dnd@17.0.0","Apache-2.0","https://github.com/hello-pangea/dnd"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer"
"@humanwhocodes/retry@0.3.0","Apache-2.0","https://github.com/humanwhocodes/retrier"
"@jridgewell/gen-mapping@0.3.5","MIT","https://github.com/jridgewell/gen-mapping"
"@jridgewell/resolve-uri@3.1.2","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/set-array@1.2.1","MIT","https://github.com/jridgewell/set-array"
"@jridgewell/sourcemap-codec@1.5.0","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.25","MIT","https://github.com/jridgewell/trace-mapping"
"@mui/core-downloads-tracker@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/icons-material@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/material@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/private-theming@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/styled-engine@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/system@6.1.1","MIT","https://github.com/mui/material-ui"
"@mui/types@7.2.17","MIT","https://github.com/mui/material-ui"
"@mui/utils@6.1.1","MIT","https://github.com/mui/material-ui"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@popperjs/core@2.11.8","MIT","https://github.com/popperjs/popper-core"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@rollup/rollup-win32-x64-msvc@4.22.4","MIT","https://github.com/rollup/rollup"
"@swc/core-win32-x64-msvc@1.7.26","Apache-2.0 AND MIT","https://github.com/swc-project/swc"
"@swc/core@1.7.26","Apache-2.0","https://github.com/swc-project/swc"
"@swc/counter@0.1.3","Apache-2.0","https://github.com/swc-project/pkgs"
"@swc/types@0.1.12","Apache-2.0","https://github.com/swc-project/swc"
"@types/estree@1.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@22.7.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-beautiful-dnd@13.1.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@18.3.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-transition-group@4.4.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@18.3.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/use-sync-external-store@0.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uuid@10.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.6.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.6.0","BSD-2-Clause","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@vitejs/plugin-react-swc@3.7.0","MIT","https://github.com/vitejs/vite-plugin-react-swc"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.12.1","MIT","https://github.com/acornjs/acorn"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"babel-plugin-macros@3.1.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"cosmiconfig@7.1.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-box-model@1.2.1","MIT","https://github.com/alexreardon/css-box-model"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"debug@4.3.7","MIT","https://github.com/debug-js/debug"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"dom-helpers@5.2.1","MIT","https://github.com/react-bootstrap/dom-helpers"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"esbuild@0.21.5","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-plugin-react-hooks@5.1.0-rc-fb9a90fa48-20240614","MIT","https://github.com/facebook/react"
"eslint-plugin-react-refresh@0.4.12","MIT","https://github.com/ArnaudBarre/eslint-plugin-react-refresh"
"eslint-scope@8.0.2","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.0.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@9.11.0","MIT","https://github.com/eslint/eslint"
"espree@10.1.0","BSD-2-Clause","https://github.com/eslint/espree"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.2","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fastq@1.17.1","ISC","https://github.com/mcollina/fastq"
"faye-websocket@0.11.4","Apache-2.0","https://github.com/faye/faye-websocket-node"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"firebase@10.14.1","Apache-2.0","https://github.com/firebase/firebase-js-sdk"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.3.1","ISC","https://github.com/WebReflection/flatted"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"globals@11.12.0","MIT","https://github.com/sindresorhus/globals"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"globals@15.9.0","MIT","https://github.com/sindresorhus/globals"
"graphemer@1.4.0","MIT","https://github.com/flmnt/graphemer"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"http-parser-js@0.5.8","MIT","https://github.com/creationix/http-parser-js"
"idb@7.1.1","ISC","https://github.com/jakearchibald/idb"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.0","MIT","https://github.com/sindresorhus/import-fresh"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"is-core-module@2.15.1","MIT","https://github.com/inspect-js/is-core-module"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-fullwidth-code-point@3.0.0","MIT","https://github.com/sindresorhus/is-fullwidth-code-point"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"is-number@7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"is-path-inside@3.0.3","MIT","https://github.com/sindresorhus/is-path-inside"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.0","MIT","https://github.com/nodeca/js-yaml"
"jsesc@2.5.2","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lines-and-columns@1.2.4","MIT","https://github.com/eventualbuddha/lines-and-columns"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.camelcase@4.3.0","MIT","https://github.com/lodash/lodash"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"long@5.2.3","Apache-2.0","https://github.com/dcodeIO/long.js"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"memoize-one@6.0.0","MIT","https://github.com/alexreardon/memoize-one"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.7","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-json@5.2.0","MIT","https://github.com/sindresorhus/parse-json"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"picocolors@1.1.0","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"postcss@8.4.47","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"protobufjs@7.4.0","BSD-3-Clause","https://github.com/protobufjs/protobuf.js"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"raf-schd@4.0.3","MIT","https://github.com/alexreardon/raf-schd"
"react-dom@18.3.1","MIT","https://github.com/facebook/react"
"react-firebase-hooks@5.1.1","Apache-2.0","https://github.com/csfrequency/react-firebase-hooks"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@18.3.1","MIT","https://github.com/facebook/react"
"react-redux@9.1.2","MIT","https://github.com/reduxjs/react-redux"
"react-transition-group@4.4.5","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react@18.3.1","MIT","https://github.com/facebook/react"
"redux@5.0.1","MIT","https://github.com/reduxjs/redux"
"regenerator-runtime@0.14.1","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.22.8","MIT","https://github.com/browserify/resolve"
"reusify@1.0.4","MIT","https://github.com/mcollina/reusify"
"rollup@4.22.4","MIT","https://github.com/rollup/rollup"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"scheduler@0.23.2","MIT","https://github.com/facebook/react"
"semver@7.6.3","ISC","https://github.com/npm/node-semver"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"stylis@4.2.0","MIT","https://github.com/thysultan/stylis.js"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"technosquare-admin-page@0.0.0","UNLICENSED",""
"text-table@0.2.0","MIT","https://github.com/substack/text-table"
"tiny-invariant@1.3.3","MIT","https://github.com/alexreardon/tiny-invariant"
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"ts-api-utils@1.3.0","MIT","https://github.com/JoshuaKGoldberg/ts-api-utils"
"tslib@2.7.0","0BSD","https://github.com/Microsoft/tslib"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"typescript-eslint@8.6.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"typescript@5.6.2","Apache-2.0","https://github.com/microsoft/TypeScript"
"undici-types@6.19.8","MIT","https://github.com/nodejs/undici"
"undici@6.19.7","MIT","https://github.com/nodejs/undici"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"use-memo-one@1.1.3","MIT","https://github.com/alexreardon/use-memo-one"
"use-sync-external-store@1.2.2","MIT","https://github.com/facebook/react"
"uuid@10.0.0","MIT","https://github.com/uuidjs/uuid"
"vite@5.4.7","MIT","https://github.com/vitejs/vite"
"websocket-driver@0.7.4","Apache-2.0","https://github.com/faye/websocket-driver-node"
"websocket-extensions@0.1.4","Apache-2.0","https://github.com/faye/websocket-extensions-node"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yaml@1.10.2","ISC","https://github.com/eemeli/yaml"
"yargs-parser@21.1.1","ISC","https://github.com/yargs/yargs-parser"
"yargs@17.7.2","MIT","https://github.com/yargs/yargs"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
